OBJECTID,LOC_ID,FAC_TYP,FAC_SVC,PUB_PKG,SPACE_NO,COMMENTS,RESERV,FEE,HRLY_RATE,DLY_MAX,TM_LMT,RATE_NOTES,MO_RATE,MO_RATE_NOTES,VAL,VAL_TM,VAL_NOTES,NGHT_WKND_RATE,NGHT_WKND_RATE_NOTES,EVENT_FEE,EVENT_NOTES,HTL_FREE,GUEST_RATE,LOT_CTRL,OWN,PKG_OP,CLV_ENF,USE_TYP,MTR_LOT_NUM,LAST_UPDATE,LAST_EDITOR,SHAPE_Length,SHAPE_Area,RV TAG,Report No,SIDE,TIME_LIMIT,DAYS,LOT,ZONE_TYPE,HOURS,LMT_DISPLAY,FLAG,Fiscal year,Location 1
92,,Parallel,,,9,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,188.569295438372,,On Street parking,4,N,10HR,M-F,63,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"200 E. Bonneville
Las Vegas, Nevada
(36.164873, -115.147807)"
538,544,Surface,Golden Nugget,N,92,,Employees,N,,,,,,,,,,,,,,NA,,Permit,,,NO,Gaming,,,,685.583740343653,28507.4707995016,,,,,,,,,,,2017,"308 S 1st St
Las Vegas, Nevada
(36.168412, -115.147037)"
393,399,Surface,Carson Lot,Y,110,Carson Lot,,Y,2,10,,,50,,N,,,"$10 Evenings after 6pm, Sat and Sun",,7.5,,NA,,Metered,,City of Las Vegas,Y,Other,500,06/20/2016 12:00:00 AM,SSoto,865.755236719587,39522.621891479,Private Lots-City Run,3,,,,,,,,,2017,"200 S Las Vegas Blvd
Las Vegas, Nevada
(36.167793, -115.141692)"
561,568,Surface,Law Office - Dumbridge Law Firm,N,24,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,310.003754964009,5976.20883052225,,,,,,,,,,,2017,"633 S 4th St
Las Vegas, Nevada
(36.16297, -115.146218)"
606,613,Surf Dirt,First Friday,N,35,,,N,,,,,,,,,,,,,No event fee,NA,,,,,NO,Event,,,,553.264294134424,18807.1560066992,,,,,,,,,,,2017,"251 E Charleston Blvd
Las Vegas, Nevada
(36.158878, -115.150601)"
613,620,Surface,El Cortez,Y,43,,,Y,2,,3,,,,,,,$10 Flat rate after 6pm 24/7,,,,,,Metered,El Cortez,In House,Y,Gaming,,08/05/2014 12:00:00 AM,JHillhouse,496.135354135167,15359.9058209241,,,,,,,,,,,2017,"620 Fremont St.
Las Vegas, Nevada
(36.168411, -115.138759)"
33,,Parallel,,,12,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,338.948206989888,,On Street parking,4,E,10HR,M-F,103,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"200 N. 6th
Las Vegas, Nevada
(36.169883, -115.138749)"
603,610,Garage,Lied Childrens Museum,Y,300,,Museum Visitors,Y,,,,,,,,,,,,,,N,,,,N/A,N,Entertainment,,,,685.651365174902,29380.9353379013,,,,,,,,,,,2017,"388 Promenade Pl
Las Vegas, Nevada
(36.169018, -115.152881)"
385,391,Surface,Strip Mall,N,20,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,280.849060320871,3387.25278502875,,,,,,,,,,,2017,"727 S 9th St
Las Vegas, Nevada
(36.159483, -115.141213)"
134,,Parallel,,,7,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,213.878212250514,,On Street parking,4,S,10HR,M-F,156,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"300 Garces
Las Vegas, Nevada
(36.163219, -115.147494)"
98,100,Surface,Lawyers - Unk,N,40,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,430.377820702796,10568.9685773748,,,,,,,,,,,2017,"222 S 4th
Las Vegas, Nevada
(36.167782, -115.143069)"
176,179,Surface,Business 811 6th St,N,8,Parking in rear / reserved for business only,,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,207.342455319209,2686.76113306914,,,,,,,,,,,2017,"811 S 6th St
Las Vegas, Nevada
(36.16016, -115.145146)"
568,575,Surface,Smith Center for the Performing Arts,Y,877,,,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Entertainment,,,,3573.19468375117,211067.533270018,,,,,,,,,,,2017,"394 S City Pkwy
Las Vegas, Nevada
(36.171635, -115.149399)"
282,286,Surface,Alpine Fixtures & Sheetmetal,N,50,Unstriped,Customers,N,,,,,,,N/A,,,,,5,,N/A,,,,N/A,NO,Other,,,,567.069385356433,20084.0809015755,,,,,,,,,,,2017,"1301 S Main St
Las Vegas, Nevada
(36.155884, -115.153761)"
515,521,Surface,George Federal Building,N,120,,Federal Employees,N,,,,,,,NA,,,,,,,NA,,,,In House,NO,Office,,,,1138.64974899541,80126.561154303,,,,,,,,,,,2017,"333 S Las Vegas Blvd
Las Vegas, Nevada
(36.165795, -115.142837)"
621,628,Garage,Fremont Hotel and Casino,,,,Valet Only,,,,,,,,,,,,,,,,,,,,NO,Gaming,,,,524.035012999205,17101.310204802,,,,,,,,,,,2017,"170 N Casino Center Blvd
Las Vegas, Nevada
(36.171917, -115.143276)"
209,212,Surface,Legal Aid Center,N,20,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,280.065746396355,3056.75053811417,,,,,,,,,,,2017,"610 S 9th St
Las Vegas, Nevada
(36.160969, -115.140232)"
297,301,Surface,Law Office,N,3,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,130.358174491102,953.881493015258,,,,,,,,,,,2017,"600 S 7th St
Las Vegas, Nevada
(36.162224, -115.142339)"
446,452,Surface,Downtowner Hotel,N,20,,Guests ,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Hotel,,,,588.232532124222,21598.4667616686,,,,,,,,,,,2017,"129 N 8th St
Las Vegas, Nevada
(36.168615, -115.136719)"
290,294,Surface,Bail Bonds - Bingo /Strip Sandwhich Shop,N,10,,Customers,N,,,,,,,,,,,,,,N/A,,,,,NO,Retail,,,,221.140308389492,3038.76173474714,,,,,,,,,,,2017,"503 E Bonneville Ave
Las Vegas, Nevada
(36.16339, -115.144377)"
231,234,Surface,Law Office,N,27,,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,211.468629556851,2782.93160268884,,,,,,,,,,,2017,"800 S 7th St
Las Vegas, Nevada
(36.159899, -115.14385)"
477,483,Garage,4 Queens,Y,564,Hotel Guests must obtain a parking pass to park @ Hotel,Guests and public,Y,2,10,,"0-1hr $2, 1-2hrs $4, 2-4hrs $6, 4-6hrs $8, 6-24hrs $10",55,,Y,,Free for guests with validation,,,,,Y,,,,In House,N,Gaming,,06/30/2014 12:00:00 AM,JHillhouse,901.655446897183,45264.106578007,City Parking Structures,1,,,,,,,,,2016,"222 E Carson Ave
Las Vegas, Nevada
(36.169283, -115.144184)"
527,533,Surface,Law Office 601 Bridger,N,40,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,378.720693795453,7065.41997993009,,,,,,,,,,,2017,"305 S 6th St
Las Vegas, Nevada
(36.166189, -115.14119)"
198,201,Surface,Office ,N,11,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,291.345970360341,4615.04078881707,,,,,,,,,,,2017,"624 S 6th St
Las Vegas, Nevada
(36.162082, -115.14389)"
93,93,Surface,Ron's Lot,Y,25,,Public,Y,5,20,,"4 hr max $20 good until 8am next day, min payment $1 for 12 minutes until 6pm then flat rate $20",,,,,,$20 flat rate after 6pm,Flat rate good until 8am the next day,,,,,Metered,,City of Las Vegas,Y,Bar/Rest,318,11/24/2015 12:00:00 AM,JHillhouse,420.638605296381,10159.0611348035,Private Lots-City Run,3,,,,,,,,,2017,"506 Fremont St
Las Vegas, Nevada
(36.169045, -115.140232)"
92,,Parallel,,,9,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,188.569295438372,,On Street parking,4,N,10HR,M-F,63,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"200 E. Bonneville
Las Vegas, Nevada
(36.164873, -115.147807)"
293,297,Surface,Office,N,10,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,287.758002087599,3851.37112835942,,,,,,,,,,,2017,"619 S 6th St
Las Vegas, Nevada
(36.162241, -115.143789)"
48,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,108.231974061155,,On Street parking,4,W,10HR,M-F,32,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"700 S. 4th
Las Vegas, Nevada
(36.162526, -115.146508)"
390,396,Garage,Binions,Y,214,,Guests,Y,2,10,,,,,Y,4,4 hour increments for guests actively eating or gambling,,,,,,,,Binions,In House,N,Gaming,,06/30/2014 12:00:00 AM,JHillhouse,531.739835812776,17366.4601667014,,,,,,,,,,,2017,"126 N Casino Center Blvd
Las Vegas, Nevada
(36.171599, -115.143552)"
271,275,Surface,Heartland Mansion,N,12,,Clients Only,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Event,,,,687.671793456816,14207.2640462647,,,,,,,,,,,2017,"525 Park Paseo
Las Vegas, Nevada
(36.156961, -115.146905)"
514,520,Surface,Law Office - Campbell & Williams,N,10,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,242.507857177436,3423.43307594468,,,,,,,,,,,2017,"700 S 7th St
Las Vegas, Nevada
(36.161034, -115.143119)"
28,,Parallel,,,8,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,282.610436025152,,On Street parking,4,E,10HR,M-F,98,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"300 S. 6th
Las Vegas, Nevada
(36.166413, -115.141046)"
309,313,Surface,Law Office - Andrew Leavitt ,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,194.068112423531,1655.96024106686,,,,,,,,,,,2017,"633 S 7th St
Las Vegas, Nevada
(36.161513, -115.142807)"
23,23,Surface,Office Building,N,15,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,235.408451146811,3286.21320140495,,,,,,,,,,,2017,"612 S 3rd St
Las Vegas, Nevada
(36.163817, -115.14711)"
124,126,Surface,Law Office - Crokett & Myers,N,41,Private,Clients & Employees,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,490.866774777769,14755.1421351294,,,,,,,,,,,2017,"713 S Casino Center Blvd
Las Vegas, Nevada
(36.163323, -115.148815)"
78,,Parallel,,,6,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,167.92264091096,,On Street parking,4,S,4HR,S-S,113,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"700 E. Carson
Las Vegas, Nevada
(36.167112, -115.139135)"
319,323,Surface,Wedding Chapel - Little White Wedding Chapel,N,39,,Customers,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,1287.63220115934,40517.0824658984,,,,,,,,,,,2017,"1401 S Las Vegas Blvd
Las Vegas, Nevada
(36.155682, -115.149441)"
14,,Parallel,,,10,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,333.805212927508,,On Street parking,4,W,4HR,S-S,82,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"100 N. 7th
Las Vegas, Nevada
(36.169314, -115.137695)"
274,278,Surface,Am Chiroractic,N,19,,Clients,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,453.266505625739,8104.50668252945,,,,,,,,,,,2017,"826 E Charleston Blvd
Las Vegas, Nevada
(36.158852, -115.141886)"
273,277,Surface,Law Office - Deaver & Deaver,N,12,,Clients,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,447.327046389851,8501.48353071015,,,,,,,,,,,2017,"810 E Charleston Blvd
Las Vegas, Nevada
(36.158855, -115.142499)"
163,,Parallel,,,7,,,,$2.00 per Hour,,,,,,,,,,,,,,,,,,,,,07/19/2016 12:00:00 AM,JHillhouse,227.919331005669,,On Street parking,4,S,4HR,S-S,189,,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"300 Bridger
Las Vegas, Nevada
(36.167904, -115.144445)"
322,326,Surface,Hotel - Viva Las Vegas,N,34,,Guests,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Mixed Use,,,,2141.66927122293,35497.9742470426,,,,,,,,,,,2017,"1213 S Las Vegas Blvd
Las Vegas, Nevada
(36.156474, -115.148922)"
614,621,Surface,DTC Lot,Y,125,"89 metered spaces, 125 total spaces including DOT parking",,Y,1,5,,24/7,,,,,,,,3,,NA,,Metered,City of Las Vegas,City of Las Vegas,Y,Retail,171,10/27/2015 12:00:00 AM,JHillhouse,1918.96317503123,136635.013508743,City Parking lots,2,,,,,,,,,2016,"300 N. Casino Center Blvd
Las Vegas, Nevada
(36.173852, -115.14197)"
181,184,Surface,Office / Vacant House,N,3,,Customers & Residents,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,160.77125318822,1514.45761078213,,,,,,,,,,,2017,"517 S 6th St
Las Vegas, Nevada
(36.163511, -115.14297)"
15,15,Surface,Foley Federal Building,N,83,,Federal Employees,N,,,,,,,NA,,,,,,,NA,,Permit and Gate,,In House,NO,Government,,,,995.610973897599,41551.9247813584,,,,,,,,,,,2017,"300 S Las Vegas Blvd
Las Vegas, Nevada
(36.166228, -115.142708)"
76,76,Surface,Denny's ,N,53,,Customers,N,,,,,,,NA,,,,,,,NA,,None,,N/A,NO,Bar/Rest,,,,647.627667140078,24065.8436420763,,,,,,,,,,,2017,"1810 S Las Vegas Blvd
Las Vegas, Nevada
(36.149512, -115.153645)"
26,26,Surface,Unknown,N,8,,Customers,N,,,,,,,NA,,,,,,,NA,,None,,,NO,Office,,,,214.410596073093,2872.76339937423,,,,,,,,,,,2017,"629 S Casino Center Blvd
Las Vegas, Nevada
(36.163891, -115.148445)"
91,91,Garage,The Ogden,N,383,,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Residential,,,,849.493125763585,42163.4941548326,,,,,,,,,,,2017,"150 N Las Vegas Blvd
Las Vegas, Nevada
(36.170168, -115.139974)"
491,497,Surface,Wedding Chapel - Cupids Wedding Chapel,N,6,Public Access but reserved for customers only.,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,310.390164445617,5074.68487576002,,,,,,,,,,,2017,"827 S Las Vegas Blvd
Las Vegas, Nevada
(36.160137, -115.146555)"
358,362,Surface,Downtowner Lot,Y,51,"51 total spaces, 2 handicapped",,Y,2,10,,,30,,,,,$10 Nights,,10,Fee varies $10 - $30 depending on event,NA,,Metered,Downtown Project,City of Las Vegas,Y,,163,11/07/2016 12:00:00 AM,JHillhouse,576.355965854012,20725.9732301063,Private Lots-City Run,3,,,,,,,,,2016,"108 N 8th St
Las Vegas, Nevada
(36.168283, -115.136931)"
